# OpenSignals Text File Format
# {"88:6B:0F:AB:F7:03":{"sensor":["gEMG","gACC","gACC","gACC","pMAG","pMAG","pMAG"],"device name":"88:6B:0F:AB:F7:03","column":["nSeq","DI","gEMG","gACC","gACC","gACC","pMAG","pMAG","pMAG"],"sync interval":2,"time":"10:59:57","comments":"","keywords":"","device connection":"BTH88:6B:0F:AB:F7:03","channels":[1,2,3,4,5,6,7],"date":"2025-07-11","mode":0,"digital IO":[0,1],"firmware version":1026,"device":"musclebanplux","position":0,"sampling rate":1000,"label":["gEMG","gACC","gACC","gACC","pMAG","pMAG","pMAG"],"resolution":[16,16,16,16,16,16,16],"special":[{},{},{},{},{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	34864	4572	5112	56584	32768	32768	32768
1	0	56064	4572	5112	56584	32768	32768	32768
2	0	46112	4572	5112	56584	32768	32768	32768
3	0	49440	32756	32280	39288	33308	33608	32841
4	0	42352	32756	32280	39288	33308	33608	32841
5	0	47840	32908	32604	40688	33316	33657	33329
6	0	21568	32908	32604	40688	33316	33657	33329
7	0	49712	32908	32604	40688	33316	33657	33329
8	0	32464	32904	32520	40864	33352	33652	33330
9	0	21072	32904	32520	40864	33352	33652	33330
10	0	30608	32912	32504	40912	33332	33688	33396
11	0	4480	32912	32504	40912	33332	33688	33396
12	0	31792	32912	32504	40912	33332	33688	33396
13	0	17440	32864	32520	40888	33339	33669	33386
14	0	14320	32864	32520	40888	33339	33669	33386
15	0	30816	32956	32536	40864	33344	33666	33427
16	0	11760	32956	32536	40864	33344	33666	33427
17	0	43792	32956	32536	40864	33344	33666	33427
18	0	35008	32928	32520	40864	33340	33672	33361
19	0	35056	32928	32520	40864	33340	33672	33361
20	0	50160	32920	32544	40864	33322	33681	33403
21	0	30240	32920	32544	40864	33322	33681	33403
22	0	63216	32920	32544	40864	33322	33681	33403
23	0	49856	32884	32588	40896	33331	33658	33349
24	0	41456	32884	32588	40896	33331	33658	33349
