# OpenSignals Text File Format
# {"58:8E:81:A2:49:C7":{"sensor":["gEMG","gACC","gACC","gACC","pMAG","pMAG","pMAG"],"device name":"58:8E:81:A2:49:C7","column":["nSeq","DI","gEMG","gACC","gACC","gACC","pMAG","pMAG","pMAG"],"sync interval":2,"time":"10:59:58","comments":"","keywords":"","device connection":"BTH58:8E:81:A2:49:C7","channels":[1,2,3,4,5,6,7],"date":"2025-07-11","mode":0,"digital IO":[0,1],"firmware version":1026,"device":"musclebanplux","position":0,"sampling rate":1000,"label":["gEMG","gACC","gACC","gACC","pMAG","pMAG","pMAG"],"resolution":[16,16,16,16,16,16,16],"special":[{},{},{},{},{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	60240	41948	34300	24512	32768	32768	32768
1	0	65520	41948	34300	24512	32768	32768	32768
2	0	65520	41948	34300	24512	32768	32768	32768
3	0	65520	33008	32604	39828	33231	32606	33008
4	0	30816	33008	32604	39828	33231	32606	33008
5	0	38432	32996	32704	40848	33446	32846	33186
6	0	0	32996	32704	40848	33446	32846	33186
7	0	8800	32996	32704	40848	33446	32846	33186
8	0	0	32952	32696	40928	33451	32872	33191
9	0	0	32952	32696	40928	33451	32872	33191
10	0	0	33012	32704	40912	33459	32894	33177
11	0	0	33012	32704	40912	33459	32894	33177
12	0	0	33012	32704	40912	33459	32894	33177
13	0	0	32964	32688	40936	33434	32875	33202
14	0	13488	32964	32688	40936	33434	32875	33202
15	0	59440	32964	32688	40936	33434	32875	33202
16	0	59408	33012	32720	40968	33431	32861	33205
17	0	65120	33012	32720	40968	33431	32861	33205
18	0	65520	33000	32688	41028	33450	32870	33197
19	0	65520	33000	32688	41028	33450	32870	33197
20	0	65520	33000	32688	41028	33450	32870	33197
21	0	65520	33008	32696	40872	33436	32879	33187
22	0	65520	33008	32696	40872	33436	32879	33187
23	0	65520	32988	32728	40936	33428	32879	33249
